pan	483370044	8591
pan	9448	9649
pan	18754	24362
pan	29050	29812
pan	46286	48980
pan	49394	51201
pan	56452	56698
pan	59234	59987
pan	62112	63750
pan	63906	64649
pan	65267	75148
pan	76731	77609
pan	78959	79756
pan	87883	91650
pan	92642	97615
pan	99269	100123
pan	103994	104741
pan	104924	105310
pan	107806	108950
pan	109854	111258
pan	111782	111990
pan	112466	112673
pan	483370414	121013
pan	125502	127576
pan	127830	128287
pan	129674	129830
pan	130566	131096
pan	131531	131856
pan	133755	483370514
pan	28695204	137931
pan	138545	139073
pan	140617	140895
pan	140932	141305
pan	144483	151719
pan	153966	154538
pan	154978	160779
pan	161174	162152
pan	162221	163555
pan	163916	165612
pan	169042	171990
pan	173041	173580
pan	176379	178287
pan	179110	179510
pan	183885	185695
pan	185894	186060
pan	188137	189429
pan	190126	191015
pan	191421	192164
pan	192708	194498
pan	196991	197590
pan	198172	199245
pan	200621	204130
pan	204883	206736
pan	212264	212939
pan	215246	216950
pan	217454	218133
pan	220042	220419
pan	221258	221666
pan	227163	228457
pan	228920	231623
pan	237602	238238
pan	240695	240888
pan	241239	241773
pan	244440	245545
pan	246280	246609
pan	247958	248752
pan	251258	253218
pan	257803	259347
pan	260420	262306
pan	266519	267876
pan	268519	269688
pan	270346	270947
pan	273397	277742
pan	277996	278214
pan	280073	280369
pan	281826	285460
pan	287013	288452
pan	288499	289628
pan	289650	291926
pan	299024	299298
pan	303542	304050
pan	319130	319907
pan	320426	321005
pan	321379	322007
pan	322097	323074
pan	324375	324608
pan	328560	329120
pan	330406	330776
pan	332821	334917
pan	335861	337314
pan	337768	338206
pan	340272	347150
pan	348730	349442
pan	354501	354823
pan	355638	356199
pan	357752	359378
pan	365487	365833
pan	366319	367142
pan	367877	369595
pan	370058	370555
pan	370638	372546
pan	375446	375877
pan	377142	378248
pan	378263	380627
pan	382270	383173
pan	388449	389394
pan	390522	390845
pan	392139	392764
pan	393855	394769
pan	398648	399175
pan	401969	402815
pan	405348	405735
pan	407036	407553
pan	413598	413943
pan	415824	416432
pan	417547	418168
pan	423027	423808
pan	423972	425219
pan	425380	426523
pan	427680	428143
pan	431350	431818
pan	434983	436218
pan	436778	437731
pan	439337	439608
pan	440385	440698
pan	441039	442175
pan	447017	447458
pan	448222	448925
pan	448966	449415
pan	450131	451657
pan	453326	453908
pan	454599	456281
pan	456897	458461
pan	459484	460251
pan	462752	463052
pan	463462	463987
pan	464262	464669
pan	466551	468293
pan	469042	469324
pan	470304	471041
pan	472873	473900
pan	474662	475092
pan	479344	479640
pan	479996	481693
pan	481840	482216
pan	483333	486446
pan	487008	487206
pan	490682	492105
pan	492991	493173
pan	495044	495266
pan	496028	496352
pan	496982	497925
pan	500347	501296
pan	503002	503164
pan	503627	503880
pan	507290	509591
pan	510519	510799
pan	513394	513698
pan	515939	516679
pan	518509	518985
pan	521301	521606
pan	523109	523984
pan	525610	526132
pan	526572	527499
pan	527670	528099
pan	528697	529078
pan	531860	532205
pan	534097	534481
pan	534591	534822
pan	535238	535530
pan	536804	537493
pan	540455	543006
pan	543523	544007
pan	551839	553284
pan	554433	555198
pan	559153	560308
pan	560952	561417
pan	562230	563170
pan	563236	563414
pan	564123	564685
pan	565300	565522
pan	573031	574225
pan	575601	576296
pan	576873	577153
pan	580240	581912
pan	582267	582517
pan	584191	584581
pan	587594	587969
pan	589502	590121
pan	590735	591022
pan	591037	593221
pan	597334	597787
pan	601837	602688
pan	605453	605787
pan	607913	608992
pan	610504	610684
pan	612730	614063
pan	616274	617882
pan	623804	624046
pan	624656	625959
pan	627414	628036
pan	629497	629712
pan	631066	631550
pan	638287	640750
pan	641706	642133
pan	642267	642564
pan	643535	645444
pan	647983	648214
pan	653010	653794
pan	656548	657395
pan	658310	659646
pan	661570	662562
pan	665524	666724
pan	671278	671970
pan	672536	672746
pan	675306	675817
pan	678747	680059
pan	681754	682862
pan	685987	686354
pan	688420	689668
pan	692653	693159
pan	694149	694779
pan	696113	699606
pan	702806	703519
pan	708141	709584
pan	711782	712331
pan	712454	713803
pan	715030	715924
pan	719057	719947
pan	720248	722372
pan	722734	723356
pan	724819	725105
pan	725213	725389
pan	728959	730074
pan	731539	732421
pan	741359	741981
pan	742328	742838
pan	744004	745385
pan	745652	746380
pan	748461	748605
pan	749462	749928
pan	751237	751518
pan	754024	754342
pan	754782	755308
pan	755656	755888
pan	758125	759383
pan	759729	760847
pan	761259	762124
pan	763484	764810
pan	766293	766710
