baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HMEL002203g1.t1	19.7524970272974	-0.0665267728038871	0.715079271726811	-0.0930341228368076	0.925876452666971	0.999827683869283
HMEL012563g3.t1	180.938379662834	0.513370374531692	0.431557773893249	1.18957508261381	0.234213444226159	0.999827683869283
HMEL008789g3.t1	28.8123921841748	0.589174037638229	0.810479985427267	0.726944586210392	0.467259902483367	0.999827683869283
HMEL008091g2.t1	9.23656163887718	-0.0820855605462165	0.869149126723148	-0.0944435862873085	0.924756793661789	0.999827683869283
HMEL015430g1.t1	0	NA	NA	NA	NA	NA
HMEL011193g1.t1	0.134764084444445	-0.690365927234898	3.53380296008848	-0.19536061716854	0.845110645489619	0.999827683869283
HMEL011021g1.t1	2.05150987751274	-4.21707284240703	3.45142287273282	-1.22183603629768	0.221769637993637	0.999827683869283
HMEL025053-RA	0	NA	NA	NA	NA	NA
HMEL025054-RA	1.76548133089084	-4.0002608435928	2.7949674170305	-1.43123702237747	0.1523622963179	0.999827683869283
HMEL025056-RA	0.489986011930187	-2.14345651651424	3.50587777269654	-0.611389402450733	0.540941816802803	0.999827683869283
HMEL004546g1.t1	222.400796897723	0.0647349637255549	0.237374793517087	0.27271203806606	0.785074580311678	0.999827683869283
HMEL015209g1.t1	0.668357172763953	0.662996513288497	2.24879367963865	0.294823184221609	0.768128954765606	0.999827683869283
HMEL012302g1.t2	4.53070091777259	0.242169063869142	0.872651779376607	0.277509391022086	0.781388995894253	0.999827683869283
HMEL009784g1.t1	74.9785382387595	-0.478076748858925	0.437618703626115	-1.09245044806717	0.274635159295875	0.999827683869283
HMEL030239g1.t1	1025.22336421597	0.559236046749166	0.433942596874846	1.28873277428087	0.197491004269864	0.999827683869283
HMEL037395g1.t3	0	NA	NA	NA	NA	NA
HMEL006178g2.t1	402.717145556447	-0.365254850002259	0.41220035536327	-0.886109983288011	0.375558263897634	0.999827683869283
HMEL021801g1.t1	0	NA	NA	NA	NA	NA
HMEL007609g1.t1	3.72296190073571	-0.105843014324504	1.1123484473657	-0.0951527505388851	0.924193499238114	0.999827683869283
HMEL011725g1.t1	64.2343045139416	0.267097279530093	0.996345252758385	0.268077033328189	0.788640023763024	0.999827683869283
HMEL016327g1.t1	419.847086448026	0.413342586056567	0.384185632062215	1.07589287979835	0.281975166669741	0.999827683869283
HMEL005659g1.t1	182.754577917129	-0.116914842864585	0.245576856756799	-0.476082495755569	0.634015606942981	0.999827683869283
HMEL002947g1.t1	0	NA	NA	NA	NA	NA
HMEL005340g3.t1	0.557919479307024	0.287679820331989	2.77939961796311	0.103504303041826	0.917562734505673	0.999827683869283
HMEL025035-RA	0.191785523395229	1.59744230016805	3.49022430199321	0.457690441057265	0.647174856497818	0.999827683869283
