baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HMEL002203g1.t1	19.7524970272974	0.537196048570063	0.688732755536061	0.779977493813181	0.435404122655708	0.999801382837494
HMEL012563g3.t1	180.938379662834	0.23485647170401	0.452620633642197	0.518881496440278	0.603843381917836	0.999801382837494
HMEL008789g3.t1	28.8123921841748	0.376014086516917	0.821754207894249	0.457574884198593	0.647257891108054	0.999801382837494
HMEL008091g2.t1	9.23656163887718	-0.117604265425816	0.869911342707901	-0.135191093220755	0.89246078902515	0.999801382837494
HMEL015430g1.t1	0	NA	NA	NA	NA	NA
HMEL011193g1.t1	0.134764084444445	1.0887206542147	3.53380296008848	0.308087538131283	0.758015723475494	NA
HMEL011021g1.t1	2.05150987751274	-3.98927042323031	3.45019805011834	-1.15624389246104	0.247581410975464	0.999801382837494
HMEL025053-RA	0	NA	NA	NA	NA	NA
HMEL025054-RA	1.76548133089084	-3.76953181424963	2.8143091170239	-1.33941641003383	0.180435150121653	NA
HMEL025056-RA	0.489986011930187	-1.90556218568675	3.50125811644038	-0.544250701409033	0.586268966320897	NA
HMEL004546g1.t1	222.400796897723	-0.0268393863908445	0.237558697425854	-0.112980020018932	0.91004639549507	0.999801382837494
HMEL015209g1.t1	0.668357172763953	0.234929075272548	2.28506188739999	0.102810815132827	0.918113121519007	NA
HMEL012302g1.t2	4.53070091777259	0.108255714336465	0.881698814865951	0.122780832310547	0.902280653003267	0.999801382837494
HMEL009784g1.t1	74.9785382387595	0.425352952270324	0.437410926787189	0.972433302923109	0.330835030843436	0.999801382837494
HMEL030239g1.t1	1025.22336421597	0.333971391693505	0.451960984058868	0.738938544416491	0.459944315723786	0.999801382837494
HMEL037395g1.t3	0	NA	NA	NA	NA	NA
HMEL006178g2.t1	402.717145556447	-0.739532653634791	0.365754455762091	-2.02193751021814	0.0431828080085307	0.946929302119954
HMEL021801g1.t1	0	NA	NA	NA	NA	NA
HMEL007609g1.t1	3.72296190073571	-0.718434388193192	1.12302705403403	-0.6397302590463	0.522347979731737	0.999801382837494
HMEL011725g1.t1	64.2343045139416	-2.3002537707409	0.797227524790427	-2.8853165491816	0.00391020276997651	0.33421457533933
HMEL016327g1.t1	419.847086448026	-0.512249598099407	0.373902168094238	-1.37000970256557	0.170683872917104	0.999801382837494
HMEL005659g1.t1	182.754577917129	-0.333486862625178	0.221062866506247	-1.50856119752593	0.131410956485219	0.999801382837494
HMEL002947g1.t1	0	NA	NA	NA	NA	NA
HMEL005340g3.t1	0.557919479307024	0.382899547118195	2.76705106832722	0.13837820035236	0.889941524856545	NA
HMEL025035-RA	0.191785523395229	-0.834840704576351	3.53380296008848	-0.23624427111676	0.813243128189623	NA
